date,game,session,winning_numbers,bonus_ball,powerball,megaball
2020-10-26,Powerball,Eve,10 26 25 9 24,10.0,,
2020-10-27,Powerball,,06 13 34 46 62,,1,
2020-10-28,Powerball,Eve,10 28 7 10 26,4.0,,
2020-10-30,Powerball,Eve,9 30 10 30 4,5.0,,
2020-10-31,Powerball,,02 06 40 42 55,,24,
2020-11-02,Powerball,Eve,10 22 11 2 5,11.0,,
2020-11-03,Powerball,,07 31 44 45 55,,19,
2020-11-04,Powerball,,23 32 33 45 49,,14,
2020-11-05,Powerball,Eve,11 5 5 7 11,17.0,,
2020-11-06,Powerball,Eve,10 16 11 6 2,2.0,,
2020-11-07,Powerball,,14 16 37 48 58,,18,
2020-11-10,Powerball,,23 45 53 58 62,,13,
2020-11-11,Powerball,,13 15 17 45 63,,13,
2020-11-13,Powerball,,06 07 14 28 59,,7,
2020-11-14,Powerball,,07 15 18 32 45,,20,
2020-11-17,Powerball,,08 13 35 46 68,,16,
2020-11-18,Powerball,,04 05 17 43 52,,5,
2020-11-20,Powerball,,26 33 45 61 68,,17,
2020-11-21,Powerball,,51 54 57 60 69,,11,
2020-11-23,Powerball,Eve,11 23 50 11 23,2.0,,
2020-11-24,Powerball,,09 15 34 61 64,,6,
2020-11-25,Powerball,,02 57 58 60 65,,26,
2020-11-27,Powerball,,04 10 27 35 58,,10,
2020-11-28,Powerball,,08 12 18 44 51,,18,
2020-11-30,Powerball,Eve,11 30 30 11 24,11.0,,
2020-12-01,Powerball,,07 33 53 61 65,,14,
2020-12-02,Powerball,,28 31 40 41 46,,4,
2020-12-04,Powerball,,03 19 24 44 50,,8,
2020-12-05,Powerball,,03 04 06 48 53,,10,
2020-12-08,Powerball,,15 19 33 39 68,,25,
2020-12-09,Powerball,,11 14 31 47 48,,4,
2020-12-11,Powerball,,19 31 37 55 67,,25,
2020-12-12,Powerball,,17 54 56 63 69,,20,
2020-12-15,Powerball,Eve,12 15 1 10 18,20.0,,
2020-12-16,Powerball,Eve,12 16 1 4 8,10.0,,
2020-12-18,Powerball,,07 15 25 51 60,,5,
2020-12-19,Powerball,,27 32 34 43 52,,13,
2020-12-22,Powerball,,29 53 56 59 67,,21,
2020-12-23,Powerball,Eve,12 23 1 18 21,23.0,,
2020-12-25,Powerball,,17 23 36 69 70,,19,
2020-12-26,Powerball,,10 24 27 35 53,,18,
2020-12-29,Powerball,Eve,12 29 12 21 23,24.0,,
2020-12-30,Powerball,,03 43 45 61 65,,14,
2021-01-01,Powerball,,08 24 53 68 69,,7,
2021-01-02,Powerball,,03 04 11 41 67,,5,
2021-01-03,Powerball,Eve,1 3 10 15 21,25.0,,
2021-01-05,Powerball,,20 43 51 55 57,,4,
2021-01-06,Powerball,Eve,1 6 5 6 16,22.0,,
2021-01-08,Powerball,Eve,1 8 3 6 16,18.0,,
2021-01-09,Powerball,,14 26 38 45 46,,13,
2021-01-12,Powerball,,12 14 26 28 33,,9,
2021-01-13,Powerball,Eve,1 13 4 19 23,25.0,,
2021-01-15,Powerball,,03 11 12 38 43,,15,
2021-01-16,Powerball,,14 20 39 65 67,,2,
2021-01-19,Powerball,,10 19 26 28 50,,16,
2021-01-20,Powerball,,40 53 60 68 69,,22,
2021-01-22,Powerball,,04 26 42 50 60,,24,
2021-01-23,Powerball,,05 08 17 27 28,,14,
2021-01-26,Powerball,,29 49 56 66 67,,24,
2021-01-27,Powerball,,17 33 35 42 52,,9,
2021-01-29,Powerball,Eve,1 29 8 9 19,22.0,,
2021-01-30,Powerball,,01 02 07 52 61,,4,
2021-02-02,Powerball,Eve,2 2 2 6 11,13.0,,
2021-02-03,Powerball,,05 37 40 64 66,,5,
2021-02-05,Powerball,,14 17 28 29 44,,2,
2021-02-06,Powerball,,01 16 48 49 65,,8,
2021-02-09,Powerball,,07 18 21 31 40,,9,
2021-02-10,Powerball,,15 39 58 63 67,,7,
2021-02-12,Powerball,Eve,2 12 5 14 24,25.0,,
2021-02-13,Powerball,,20 28 33 63 68,,20,
2021-02-16,Powerball,,01 36 44 54 66,,10,
2021-02-17,Powerball,,01 15 21 32 46,,1,
2021-02-19,Powerball,,27 32 47 50 53,,4,
2021-02-20,Powerball,,04 08 22 32 58,,4,
2021-02-23,Powerball,Eve,2 23 5 7 9,20.0,,
2021-02-24,Powerball,,04 33 43 53 65,,21,
2021-02-26,Powerball,,11 15 37 62 64,,5,
2021-02-27,Powerball,,02 28 31 44 52,,18,
2021-03-02,Powerball,,04 08 13 34 64,,18,
2021-03-03,Powerball,,21 40 44 50 55,,16,
2021-03-05,Powerball,,10 11 17 27 54,,20,
2021-03-06,Powerball,,11 31 50 52 58,,18,
2021-03-09,Powerball,,04 33 46 58 65,,13,
2021-03-10,Powerball,,17 18 37 44 53,,18,
2021-03-12,Powerball,,02 24 25 31 65,,18,
2021-03-13,Powerball,,05 11 51 56 61,,2,
2021-03-16,Powerball,,10 41 46 52 69,,8,
2021-03-17,Powerball,,34 38 42 61 62,,19,
2021-03-19,Powerball,,09 14 40 58 69,,8,
2021-03-20,Powerball,,01 06 22 42 61,,4,
2021-03-23,Powerball,Eve,3 23 4 6 12,20.0,,
2021-03-24,Powerball,Eve,3 24 13 14 15,16.0,,
2021-03-26,Powerball,,04 25 37 46 67,,15,
2021-03-27,Powerball,,06 14 38 39 65,,6,
2021-03-28,Powerball,Eve,3 28 2 3 7,19.0,,
2021-03-30,Powerball,,11 37 47 53 56,,15,
2021-03-31,Powerball,,03 10 44 55 68,,24,
2021-04-02,Powerball,,10 42 48 53 62,,19,
2021-04-03,Powerball,,01 12 17 39 53,,5,
2021-04-04,Powerball,Eve,4 4 11 17 18,26.0,,
2021-04-06,Powerball,,01 19 20 32 42,,17,
2021-04-07,Powerball,,27 35 39 51 66,,16,
2021-04-09,Powerball,,22 26 27 58 66,,12,
2021-04-10,Powerball,,14 16 23 50 53,,3,
2021-04-13,Powerball,,10 15 19 45 68,,9,
2021-04-14,Powerball,,13 30 33 45 61,,14,
2021-04-16,Powerball,,17 27 28 50 55,,25,
2021-04-17,Powerball,,10 21 26 41 49,,25,
2021-04-19,Powerball,Eve,4 19 1 6 14,18.0,,
2021-04-20,Powerball,,06 23 43 49 52,,5,
2021-04-21,Powerball,Eve,4 21 12 14 22,23.0,,
2021-04-23,Powerball,,04 28 29 30 60,,25,
2021-04-24,Powerball,,22 36 48 59 61,,22,
2021-04-27,Powerball,,15 22 30 41 42,,25,
2021-04-28,Powerball,,16 18 35 39 53,,21,
2021-04-30,Powerball,,08 19 26 48 49,,5,
2021-05-01,Powerball,,35 36 47 61 63,,3,
2021-05-04,Powerball,,04 27 32 57 63,,22,
2021-05-05,Powerball,,16 23 28 40 63,,1,
2021-05-06,Powerball,Eve,5 6 6 9 16,20.0,,
2021-05-07,Powerball,Eve,5 7 5 10 19,21.0,,
2021-05-08,Powerball,Eve,5 8 12 17 20,21.0,,
2021-05-11,Powerball,,07 08 20 36 39,,22,
2021-05-12,Powerball,,01 19 20 38 54,,17,
2021-05-14,Powerball,,03 18 41 44 68,,3,
2021-05-15,Powerball,,04 10 37 39 69,,24,
2021-05-18,Powerball,,03 05 56 61 66,,4,
2021-05-19,Powerball,,11 13 55 56 69,,4,
2021-05-21,Powerball,Eve,5 21 6 9 17,18.0,,
2021-05-22,Powerball,,03 19 27 37 40,,8,
2021-05-25,Powerball,,14 21 31 34 54,,11,
2021-05-26,Powerball,,02 08 21 34 62,,16,
2021-05-28,Powerball,,10 14 20 47 70,,15,
2021-05-29,Powerball,,11 13 22 27 46,,20,
2021-06-01,Powerball,,07 11 33 58 63,,23,
2021-06-02,Powerball,,06 07 11 66 67,,19,
2021-06-04,Powerball,,04 30 34 41 64,,8,
2021-06-05,Powerball,,44 52 54 64 69,,26,
2021-06-08,Powerball,Eve,6 8 4 7 9,10.0,,
2021-06-09,Powerball,,19 28 46 50 54,,9,
2021-06-11,Powerball,,04 43 56 63 68,,13,
2021-06-12,Powerball,Eve,6 12 16 21 23,24.0,,
2021-06-13,Powerball,Eve,6 13 2 8 24,26.0,,
2021-06-15,Powerball,,18 22 27 38 52,,11,
2021-06-16,Powerball,,19 29 34 44 50,,25,
2021-06-18,Powerball,,14 36 44 46 53,,18,
2021-06-19,Powerball,,04 22 35 38 39,,20,
2021-06-22,Powerball,Eve,6 22 5 7 17,19.0,,
2021-06-23,Powerball,,13 20 40 51 63,,1,
2021-06-25,Powerball,,17 20 42 45 65,,12,
2021-06-26,Powerball,,08 31 39 43 60,,17,
2021-06-29,Powerball,,07 38 50 52 69,,21,
2021-06-30,Powerball,,24 29 50 65 66,,14,
2021-07-02,Powerball,Eve,7 2 1 9 12,13.0,,
2021-07-03,Powerball,,26 40 41 55 65,,24,
2021-07-04,Powerball,Eve,7 4 1 3 6,25.0,,
2021-07-06,Powerball,,18 47 63 68 69,,14,
2021-07-07,Powerball,,08 21 30 49 57,,8,
2021-07-08,Powerball,Eve,7 8 1 8 15,21.0,,
2021-07-09,Powerball,,06 37 39 41 46,,17,
2021-07-10,Powerball,,01 05 29 54 62,,3,
2021-07-13,Powerball,Eve,7 13 3 10 17,26.0,,
2021-07-14,Powerball,,33 46 52 59 62,,10,
2021-07-16,Powerball,,24 25 47 52 57,,24,
2021-07-17,Powerball,,15 22 38 54 66,,3,
2021-07-19,Powerball,Eve,7 19 8 15 16,23.0,,
2021-07-20,Powerball,Eve,7 20 3 14 3,14.0,,
2021-07-21,Powerball,Eve,7 21 3 16 3,16.0,,
2021-07-23,Powerball,,13 17 19 40 69,,17,
2021-07-24,Powerball,,01 04 11 59 67,,10,
2021-07-27,Powerball,,02 35 36 54 64,,11,
2021-07-28,Powerball,Eve,7 28 8 11 12,13.0,,
2021-07-30,Powerball,,19 26 31 52 68,,10,
2021-07-31,Powerball,,01 21 22 34 47,,4,
2021-08-03,Powerball,,01 09 17 27 34,,24,
2021-08-04,Powerball,,05 21 32 36 58,,14,
2021-08-06,Powerball,,09 18 40 46 69,,9,
2021-08-07,Powerball,Eve,8 7 5 14 20,23.0,,
2021-08-10,Powerball,Eve,8 10 1 4 9,21.0,,
2021-08-11,Powerball,,12 18 20 29 30,,16,
2021-08-13,Powerball,,17 21 35 40 53,,11,
2021-08-14,Powerball,,06 21 49 65 67,,18,
2021-08-17,Powerball,,03 06 16 38 56,,24,
2021-08-18,Powerball,,35 36 51 55 61,,26,
2021-08-20,Powerball,,41 43 51 57 70,,1,
2021-08-21,Powerball,,16 28 36 39 59,,4,
2021-08-23,Powerball,,17 36 47 60 61,,15,
2021-08-24,Powerball,,17 18 26 52 67,,19,
2021-08-25,Powerball,,27 39 54 56 59,,24,
2021-08-27,Powerball,,01 10 44 47 56,,23,
2021-08-28,Powerball,,12 22 26 46 59,,26,
2021-08-30,Powerball,,03 15 45 51 61,,8,
2021-08-31,Powerball,Eve,8 31 5 8 13,15.0,,
2021-09-01,Powerball,,10 20 29 48 51,,17,
2021-09-03,Powerball,,07 10 12 61 65,,3,
2021-09-04,Powerball,,32 35 40 52 54,,1,
2021-09-06,Powerball,,11 20 22 33 54,,24,
2021-09-07,Powerball,,15 17 25 32 53,,12,
2021-09-08,Powerball,Eve,9 8 7 15 19,21.0,,
2021-09-10,Powerball,,20 32 35 47 64,,18,
2021-09-11,Powerball,,20 31 38 40 49,,21,
2021-09-13,Powerball,,37 40 50 61 63,,21,
2021-09-14,Powerball,,04 13 19 63 64,,16,
2021-09-15,Powerball,,01 04 18 46 62,,25,
2021-09-17,Powerball,Eve,9 17 1 3 8,22.0,,
2021-09-18,Powerball,,05 36 39 45 57,,11,
2021-09-20,Powerball,,37 51 54 58 60,,19,
2021-09-21,Powerball,,36 41 45 51 56,,13,
2021-09-22,Powerball,,20 40 47 55 63,,5,
2021-09-24,Powerball,,17 21 27 43 56,,15,
2021-09-25,Powerball,,22 23 37 62 63,,19,
2021-09-27,Powerball,Eve,9 27 3 10 11,21.0,,
2021-09-28,Powerball,Eve,9 28 3 4 12,18.0,,
2021-09-29,Powerball,Eve,9 29 2 7 11,17.0,,
2021-09-30,Powerball,Eve,9 30 15 18 20,21.0,,
2021-10-01,Powerball,,21 25 36 62 63,,6,
2021-10-02,Powerball,Eve,10 2 2 14 17,26.0,,
2021-10-04,Powerball,,12 22 54 66 69,,15,
2021-10-05,Powerball,,07 11 18 30 36,,4,
2021-10-06,Powerball,,01 17 52 58 64,,1,
2021-10-08,Powerball,,21 24 36 40 70,,22,
2021-10-09,Powerball,,12 17 30 45 62,,5,
2021-10-11,Powerball,,11 20 33 39 65,,24,
2021-10-12,Powerball,,21 26 56 61 65,,4,
2021-10-13,Powerball,Eve,10 13 8 10 14,15.0,,
2021-10-15,Powerball,,03 20 31 34 65,,18,
2021-10-16,Powerball,,30 31 41 42 48,,3,
2021-10-18,Powerball,,30 32 48 53 63,,12,
2021-10-19,Powerball,Eve,10 19 3 12 13,19.0,,
2021-10-20,Powerball,,07 29 36 41 43,,5,
2021-10-22,Powerball,,09 14 26 29 66,,22,
2021-10-23,Powerball,,10 30 51 57 63,,20,
2021-10-25,Powerball,,10 27 29 44 58,,24,
2021-10-26,Powerball,,06 14 19 56 62,,9,
2021-10-27,Powerball,,03 06 26 35 51,,17,
2021-10-28,Powerball,Eve,10 28 6 8 9,10.0,,
2021-10-29,Powerball,,15 26 28 35 45,,4,
2021-10-30,Powerball,,05 23 28 43 56,,19,
2021-11-01,Powerball,,09 25 34 44 45,,8,
2021-11-02,Powerball,,05 10 26 58 65,,9,
2021-11-03,Powerball,,01 02 24 50 57,,26,
2021-11-05,Powerball,,10 15 20 66 68,,18,
2021-11-06,Powerball,,08 30 48 57 64,,9,
2021-11-08,Powerball,,21 46 47 57 62,,8,
2021-11-09,Powerball,Eve,11 9 9 14 16,26.0,,
2021-11-10,Powerball,,19 25 43 46 48,,14,
2021-11-12,Powerball,,30 32 42 46 48,,15,
2021-11-13,Powerball,,08 15 26 35 45,,9,
2021-11-15,Powerball,,05 31 34 51 53,,23,
2021-11-16,Powerball,,06 22 44 53 65,,3,
2021-11-17,Powerball,,03 16 48 52 60,,1,
2021-11-19,Powerball,,05 23 52 53 59,,18,
2021-11-20,Powerball,,40 43 48 59 69,,19,
2021-11-21,Powerball,Eve,11 21 4 5 6,11.0,,
2021-11-22,Powerball,,07 20 29 38 67,,22,
2021-11-23,Powerball,,07 24 54 57 58,,6,
2021-11-24,Powerball,Eve,11 24 3 5 11,16.0,,
2021-11-26,Powerball,,07 27 37 42 59,,2,
2021-11-27,Powerball,,08 32 55 64 66,,10,
2021-11-29,Powerball,,18 26 28 38 47,,17,
2021-11-30,Powerball,,07 08 26 30 39,,17,
2021-12-01,Powerball,,12 15 38 57 63,,24,
2021-12-03,Powerball,,22 45 48 58 61,,13,
2021-12-04,Powerball,,10 40 45 56 67,,2,
2021-12-06,Powerball,,03 21 38 50 59,,6,
2021-12-07,Powerball,,01 07 40 43 68,,1,
2021-12-08,Powerball,,03 07 33 50 69,,24,
2021-12-10,Powerball,,23 25 40 42 60,,8,
2021-12-11,Powerball,,03 25 44 53 64,,10,
2021-12-13,Powerball,,10 30 37 53 59,,4,
2021-12-14,Powerball,,33 35 44 55 69,,20,
2021-12-15,Powerball,,19 20 40 42 59,,15,
2021-12-17,Powerball,,21 32 38 48 62,,10,
2021-12-18,Powerball,,02 06 24 51 61,,1,
2021-12-20,Powerball,,02 13 23 34 66,,2,
2021-12-21,Powerball,,25 31 58 64 67,,24,
2021-12-22,Powerball,Eve,12 22 2 14 16,21.0,,
2021-12-24,Powerball,,16 17 25 36 37,,16,
2021-12-25,Powerball,,27 29 45 55 58,,2,
2021-12-27,Powerball,,36 38 45 62 64,,19,
2021-12-28,Powerball,,03 05 08 31 38,,4,
2021-12-29,Powerball,,02 06 09 33 39,,11,
2021-12-31,Powerball,,02 05 30 46 61,,8,
2022-01-01,Powerball,Eve,1 1 5 11 19,23.0,,
2022-01-03,Powerball,,02 13 32 33 48,,22,
2022-01-04,Powerball,Eve,1 4 4 6 16,21.0,,
2022-01-05,Powerball,,06 14 25 33 46,,17,
2022-01-07,Powerball,,07 29 43 56 57,,6,
2022-01-08,Powerball,,20 21 36 60 65,,13,
2022-01-10,Powerball,Eve,1 10 14 17 18,21.0,,
2022-01-11,Powerball,,02 03 19 52 58,,16,
2022-01-12,Powerball,,12 21 22 30 33,,24,
2022-01-14,Powerball,Eve,1 14 5 8 13,22.0,,
2022-01-15,Powerball,,03 18 37 51 59,,13,
2022-01-17,Powerball,,09 24 35 46 65,,22,
2022-01-18,Powerball,,04 19 39 42 52,,9,
2022-01-19,Powerball,,11 15 43 55 61,,10,
2022-01-21,Powerball,,38 45 46 55 67,,18,
2022-01-22,Powerball,,08 14 33 36 67,,17,
2022-01-24,Powerball,,11 29 30 47 53,,16,
2022-01-25,Powerball,,03 12 38 53 58,,13,
2022-01-26,Powerball,,04 11 38 49 69,,16,
2022-01-28,Powerball,,03 16 25 44 55,,13,
2022-01-29,Powerball,Eve,1 29 2 4 5,16.0,,
2022-01-31,Powerball,,10 15 51 61 69,,14,
2022-02-01,Powerball,,11 24 38 62 66,,1,
2022-02-02,Powerball,,18 29 33 62 63,,15,
2022-02-04,Powerball,Eve,2 4 3 16 3,19.0,,
2022-02-05,Powerball,Eve,2 5 1 2 13,26.0,,
2022-02-06,Powerball,Eve,2 6 2 3 14,20.0,,
2022-02-07,Powerball,,05 15 38 47 65,,10,
2022-02-08,Powerball,,01 17 20 52 54,,2,
2022-02-09,Powerball,,02 17 33 51 63,,26,
2022-02-11,Powerball,Eve,2 11 11 16 23,24.0,,
2022-02-12,Powerball,,08 10 21 41 62,,7,
2022-02-14,Powerball,,16 25 27 49 55,,17,
2022-02-15,Powerball,Eve,2 15 2 4 15,21.0,,
2022-02-16,Powerball,Eve,2 16 2 7 14,21.0,,
2022-02-17,Powerball,Eve,2 17 9 11 14,21.0,,
2022-02-18,Powerball,,06 11 50 63 68,,17,
2022-02-19,Powerball,,03 10 15 33 42,,11,
2022-02-20,Powerball,Eve,2 20 13 15 24,25.0,,
2022-02-21,Powerball,,02 36 37 45 69,,3,
2022-02-22,Powerball,Eve,2 22 4 14 16,17.0,,
2022-02-23,Powerball,,06 17 21 35 64,,18,
2022-02-25,Powerball,,15 31 40 56 66,,4,
2022-02-26,Powerball,,15 32 36 48 64,,19,
2022-02-28,Powerball,Eve,2 28 4 17 6,25.0,,
2022-03-01,Powerball,,18 22 38 39 50,,18,
2022-03-02,Powerball,Eve,3 2 12 1 21,7.0,,
2022-03-04,Powerball,Eve,3 4 7 10 11,15.0,,
2022-03-05,Powerball,,08 23 37 52 63,,13,
2022-03-07,Powerball,Eve,3 7 12 13 15,26.0,,
2022-03-08,Powerball,,07 18 38 58 64,,24,
2022-03-09,Powerball,,13 22 34 51 67,,10,
2022-03-11,Powerball,,24 28 39 44 66,,25,
2022-03-12,Powerball,,19 20 37 39 61,,8,
2022-03-13,Powerball,Eve,3 13 7 15 16,18.0,,
2022-03-14,Powerball,,21 28 32 44 49,,6,
2022-03-15,Powerball,,09 14 28 59 60,,24,
2022-03-16,Powerball,Eve,3 16 10 11 13,26.0,,
2022-03-17,Powerball,Eve,3 17 3 16 3,17.0,,
2022-03-18,Powerball,,02 06 25 40 45,,5,
2022-03-19,Powerball,Eve,3 19 3 19 3,19.0,,
2022-03-20,Powerball,Eve,3 20 5 6 12,26.0,,
2022-03-21,Powerball,,01 15 26 63 65,,16,
2022-03-22,Powerball,,08 15 21 27 61,,8,
2022-03-23,Powerball,,31 32 37 38 48,,24,
2022-03-25,Powerball,Eve,3 25 2 5 8,21.0,,
2022-03-26,Powerball,,02 10 50 59 61,,6,
2022-03-28,Powerball,,11 18 39 58 62,,3,
2022-03-29,Powerball,,07 22 36 45 47,,12,
2022-03-30,Powerball,,03 07 21 31 37,,11,
2022-04-01,Powerball,,26 42 47 48 63,,21,
2022-04-02,Powerball,,06 28 47 58 59,,18,
2022-04-03,Powerball,Eve,4 3 3 7 14,26.0,,
2022-04-04,Powerball,Eve,4 4 64 5 1,4.0,,
2022-04-05,Powerball,Eve,4 5 3 23 4,6.0,,
2022-04-06,Powerball,Eve,3 23 4 6 54,4.0,,
2022-04-07,Powerball,Eve,4 7 59 2 3,4.0,,
2022-04-08,Powerball,,08 11 29 32 40,,2,
2022-04-09,Powerball,,06 16 31 62 66,,18,
2022-04-11,Powerball,,05 07 24 31 34,,4,
2022-04-12,Powerball,Eve,4 12 2 8 14,20.0,,
2022-04-13,Powerball,,14 16 41 63 68,,26,
2022-04-15,Powerball,,04 17 20 46 64,,23,
2022-04-16,Powerball,,15 21 32 62 65,,26,
2022-04-18,Powerball,,08 33 55 59 62,,18,
2022-04-19,Powerball,,02 09 33 47 53,,24,
2022-04-20,Powerball,,20 30 45 55 56,,14,
2022-04-21,Powerball,Eve,4 21 10 11 22,25.0,,
2022-04-22,Powerball,Eve,4 22 14 23 24,26.0,,
2022-04-23,Powerball,,10 39 47 49 56,,8,
2022-04-25,Powerball,Eve,4 25 1 8 9,12.0,,
2022-04-26,Powerball,Eve,4 26 4 26 5,1.0,,
2022-04-27,Powerball,,11 36 61 62 68,,4,
2022-04-29,Powerball,Eve,4 29 25 4 29,25.0,,
2022-04-30,Powerball,,14 21 37 44 63,,1,
2022-05-02,Powerball,,18 27 33 39 44,,8,
2022-05-03,Powerball,,15 19 27 35 57,,17,
2022-05-04,Powerball,,37 39 55 63 69,,23,
2022-05-06,Powerball,,16 21 33 52 70,,10,
2022-05-07,Powerball,,04 05 06 28 67,,10,
2022-05-09,Powerball,,18 30 35 52 56,,5,
2022-05-10,Powerball,,15 19 20 61 70,,9,
2022-05-11,Powerball,,05 07 61 63 69,,18,
2022-05-13,Powerball,,11 41 43 44 65,,13,
2022-05-14,Powerball,Eve,5 14 4 6 10,20.0,,
2022-05-16,Powerball,Eve,16 1 2 37 2,16.0,,
2022-05-17,Powerball,,07 21 24 41 65,,24,
2022-05-18,Powerball,,40 41 58 64 65,,17,
2022-05-20,Powerball,,33 40 59 60 69,,22,
2022-05-21,Powerball,Eve,5 21 2 8 10,12.0,,
2022-05-23,Powerball,,01 33 37 39 42,,26,
2022-05-24,Powerball,,03 05 06 63 68,,25,
2022-05-25,Powerball,,19 28 39 42 57,,17,
2022-05-27,Powerball,,03 14 40 53 54,,8,
2022-05-28,Powerball,,02 39 50 61 66,,15,
2022-05-30,Powerball,,27 28 51 68 69,,22,
2022-05-31,Powerball,,06 15 41 63 64,,24,
2022-06-01,Powerball,Eve,6 1 7 1 8,1.0,,
2022-06-03,Powerball,,11 16 22 48 59,,11,
2022-06-04,Powerball,,14 16 36 52 60,,16,
2022-06-06,Powerball,,02 10 35 44 46,,4,
2022-06-07,Powerball,,04 34 40 41 53,,3,
2022-06-08,Powerball,Eve,6 8 12 13 16,20.0,,
2022-06-10,Powerball,Eve,6 10 3 12 14,18.0,,
2022-06-11,Powerball,,18 20 26 53 69,,5,
2022-06-13,Powerball,,02 27 42 44 51,,25,
2022-06-14,Powerball,,30 37 38 42 58,,22,
2022-06-15,Powerball,,19 28 41 42 51,,7,
2022-06-17,Powerball,,20 36 53 56 69,,16,
2022-06-18,Powerball,,10 19 40 45 58,,25,
2022-06-20,Powerball,,03 44 61 63 69,,13,
2022-06-21,Powerball,,08 13 18 32 42,,20,
2022-06-22,Powerball,Eve,6 22 14 16 20,26.0,,
2022-06-24,Powerball,Eve,6 24 1 7 11,25.0,,
2022-06-25,Powerball,,06 12 20 27 32,,4,
2022-06-27,Powerball,,11 13 18 30 37,,16,
2022-06-28,Powerball,,07 12 21 43 55,,11,
2022-06-29,Powerball,,08 40 49 58 63,,14,
2022-07-01,Powerball,Eve,7 1 8 1 9,1.0,,
2022-07-02,Powerball,,09 10 37 59 62,,26,
2022-07-04,Powerball,Eve,7 4 5 10 19,22.0,,
2022-07-05,Powerball,,27 31 50 51 61,,21,
2022-07-06,Powerball,,32 36 49 62 69,,13,
2022-07-08,Powerball,,20 36 61 62 69,,20,
2022-07-09,Powerball,,14 22 42 46 52,,24,
2022-07-10,Powerball,Eve,7 10 1 5 11,21.0,,
2022-07-11,Powerball,Eve,7 11 2 10 15,22.0,,
2022-07-12,Powerball,,04 07 10 45 64,,12,
2022-07-13,Powerball,,22 23 36 47 63,,2,
2022-07-15,Powerball,Eve,7 15 4 6 7,17.0,,
2022-07-16,Powerball,,03 18 23 32 57,,21,
2022-07-18,Powerball,,14 34 36 50 58,,5,
2022-07-19,Powerball,,02 31 32 37 70,,25,
2022-07-20,Powerball,,10 20 23 49 65,,22,
2022-07-21,Powerball,Eve,7 21 7 10 19,21.0,,
2022-07-22,Powerball,Eve,7 22 1 15 19,26.0,,
2022-07-23,Powerball,,39 41 54 59 62,,12,
2022-07-24,Powerball,Eve,7 24 1 7 15,16.0,,
2022-07-25,Powerball,,25 37 38 39 65,,5,
2022-07-26,Powerball,,07 29 60 63 66,,15,
2022-07-27,Powerball,,01 25 44 55 57,,26,
2022-07-29,Powerball,,13 36 45 57 67,,14,
2022-07-30,Powerball,,04 17 57 58 68,,12,
2022-08-01,Powerball,Eve,8 1 9 1 10,1.0,,
2022-08-02,Powerball,,10 14 25 37 63,,14,
2022-08-03,Powerball,,09 21 56 57 66,,11,
2022-08-05,Powerball,Eve,8 5 6 20 21,26.0,,
2022-08-06,Powerball,,08 15 46 56 68,,3,
2022-08-08,Powerball,,32 45 51 57 58,,12,
2022-08-09,Powerball,Eve,8 9 1 8 10,25.0,,
2022-08-10,Powerball,,29 44 59 61 68,,19,
2022-08-11,Powerball,Eve,8 11 2 7 13,20.0,,
2022-08-12,Powerball,,23 24 50 54 64,,3,
2022-08-13,Powerball,,19 24 35 43 62,,2,
2022-08-15,Powerball,,20 24 47 50 63,,5,
2022-08-16,Powerball,,33 35 41 45 51,,1,
2022-08-17,Powerball,,23 28 41 50 55,,24,
2022-08-18,Powerball,Eve,8 18 2 19 25,26.0,,
2022-08-19,Powerball,,12 18 24 46 65,,3,
2022-08-20,Powerball,Eve,8 20 5 9 11,16.0,,
2022-08-22,Powerball,,12 27 34 55 67,,9,
2022-08-23,Powerball,,03 05 47 48 67,,7,
2022-08-24,Powerball,,06 24 35 37 44,,22,
2022-08-26,Powerball,,06 27 30 38 64,,23,
2022-08-27,Powerball,Eve,8 27 5 19 20,23.0,,
2022-08-29,Powerball,,13 36 43 61 69,,18,
2022-08-30,Powerball,,02 38 55 57 65,,17,
2022-08-31,Powerball,Eve,8 31 7 8 19,24.0,,
2022-09-01,Powerball,Eve,9 1 10 1 11,1.0,,
2022-09-02,Powerball,,39 40 52 60 67,,20,
2022-09-03,Powerball,,18 27 49 65 69,,9,
2022-09-05,Powerball,,04 07 32 55 64,,25,
2022-09-06,Powerball,,06 17 46 59 68,,2,
2022-09-07,Powerball,,03 16 30 33 36,,20,
2022-09-09,Powerball,,16 21 54 55 69,,22,
2022-09-10,Powerball,,38 42 56 68 69,,4,
2022-09-12,Powerball,,06 14 16 34 66,,25,
2022-09-13,Powerball,,14 25 38 59 64,,21,
2022-09-14,Powerball,Eve,9 14 9 10 20,22.0,,
2022-09-16,Powerball,,15 30 35 38 66,,12,
2022-09-17,Powerball,,05 25 36 51 61,,1,
2022-09-19,Powerball,,07 15 36 46 67,,7,
2022-09-20,Powerball,,09 21 28 30 52,,10,
2022-09-21,Powerball,,06 33 34 45 54,,7,
2022-09-22,Powerball,Eve,9 22 3 6 10,26.0,,
2022-09-23,Powerball,,05 50 53 58 64,,22,
2022-09-24,Powerball,Eve,9 24 3 9 21,24.0,,
2022-09-26,Powerball,,13 20 31 33 59,,20,
2022-09-27,Powerball,,08 14 24 43 51,,9,
2022-09-28,Powerball,,06 10 24 33 67,,11,
2022-09-30,Powerball,,16 26 37 40 51,,6,
